LECROYHDO6034,16324,Waveform
Segments,1,SegmentSize,1252
Segment,TrigTime,TimeSinceSegment1
#1,10-Jul-2024 13:26:12,0                 
Time,Ampl
-6.49023e-09,-0.001
-6.09023e-09,-0.0011
-5.69023e-09,-0.0008
-5.29023e-09,-0.0011
-4.89023e-09,-0.0008
-4.49023e-09,-0.0009
-4.09023e-09,-0.0009
-3.69023e-09,-0.0008
-3.29023e-09,-0.0006
-2.89023e-09,-0.001
-2.49023e-09,-0.0008
-2.09023e-09,-0.0009
-1.69023e-09,-0.0006
-1.29023e-09,-0.0003
-8.9023e-10,-0.0001
-4.9023e-10,-0.0001
-9.02299e-11,-0.0003
3.0977e-10,-0.0003
7.0977e-10,-0.0001
1.10977e-09,0
1.50977e-09,0.0003
1.90977e-09,0.0005
2.30977e-09,0.0005
2.70977e-09,0.0006
3.10977e-09,0.0009
3.50977e-09,0.0006
3.90977e-09,0.0004
4.30977e-09,0.0005
4.70977e-09,0.0008
5.10977e-09,0.0005
5.50977e-09,0.0007
5.90977e-09,0.0002
6.30977e-09,0.0005
6.70977e-09,0.0003
7.10977e-09,0.0004
7.50977e-09,0.0001
7.90977e-09,0.0005
8.30977e-09,0.0006
8.70977e-09,0.0007
9.10977e-09,0.0007
9.50977e-09,0.0007
9.90977e-09,0.0007
1.03098e-08,0.0008
1.07098e-08,0.0011
1.11098e-08,0.0013
1.15098e-08,0.0014
1.19098e-08,0.0018
1.23098e-08,0.0019
1.27098e-08,0.002
1.31098e-08,0.0019
1.35098e-08,0.0021
1.39098e-08,0.002
1.43098e-08,0.002
1.47098e-08,0.0016
1.51098e-08,0.0017
1.55098e-08,0.0019
1.59098e-08,0.0019
1.63098e-08,0.0016
1.67098e-08,0.0018
1.71098e-08,0.0013
1.75098e-08,0.0013
1.79098e-08,0.0011
1.83098e-08,0.0014
1.87098e-08,0.0019
1.91098e-08,0.0019
1.95098e-08,0.0018
1.99098e-08,0.0019
2.03098e-08,0.0021
2.07098e-08,0.0024
2.11098e-08,0.0023
2.15098e-08,0.0025
2.19098e-08,0.0026
2.23098e-08,0.003
2.27098e-08,0.0025
2.31098e-08,0.0031
2.35098e-08,0.0031
2.39098e-08,0.0031
2.43098e-08,0.003
2.47098e-08,0.003
2.51098e-08,0.0032
2.55098e-08,0.0031
2.59098e-08,0.0027
2.63098e-08,0.0027
2.67098e-08,0.0026
2.71098e-08,0.0026
2.75098e-08,0.0027
2.79098e-08,0.0027
2.83098e-08,0.0028
2.87098e-08,0.0031
2.91098e-08,0.0024
2.95098e-08,0.0028
2.99098e-08,0.003
3.03098e-08,0.0032
3.07098e-08,0.0031
3.11098e-08,0.0029
3.15098e-08,0.0034
3.19098e-08,0.0038
3.23098e-08,0.0038
3.27098e-08,0.0041
3.31098e-08,0.0045
3.35098e-08,0.0045
3.39098e-08,0.0039
3.43098e-08,0.0041
3.47098e-08,0.0041
3.51098e-08,0.0046
3.55098e-08,0.0045
3.59098e-08,0.0048
3.63098e-08,0.0044
3.67098e-08,0.0044
3.71098e-08,0.0038
3.75098e-08,0.004
3.79098e-08,0.004
3.83098e-08,0.0039
3.87098e-08,0.0038
3.91098e-08,0.004
3.95098e-08,0.0038
3.99098e-08,0.0039
4.03098e-08,0.004
4.07098e-08,0.004
4.11098e-08,0.0042
4.15098e-08,0.0046
4.19098e-08,0.0043
4.23098e-08,0.0046
4.27098e-08,0.0047
4.31098e-08,0.005
4.35098e-08,0.005
4.39098e-08,0.0049
4.43098e-08,0.0051
4.47098e-08,0.0051
4.51098e-08,0.0048
4.55098e-08,0.0053
4.59098e-08,0.0052
4.63098e-08,0.0052
4.67098e-08,0.0051
4.71098e-08,0.0052
4.75098e-08,0.0051
4.79098e-08,0.0054
4.83098e-08,0.0051
4.87098e-08,0.0051
4.91098e-08,0.0052
4.95098e-08,0.0055
4.99098e-08,0.0056
5.03098e-08,0.0057
5.07098e-08,0.0058
5.11098e-08,0.0058
5.15098e-08,0.0055
5.19098e-08,0.0055
5.23098e-08,0.0059
5.27098e-08,0.0063
5.31098e-08,0.0062
5.35098e-08,0.0062
5.39098e-08,0.0062
5.43098e-08,0.0063
5.47098e-08,0.0063
5.51098e-08,0.0065
5.55098e-08,0.0065
5.59098e-08,0.0068
5.63098e-08,0.0067
5.67098e-08,0.0067
5.71098e-08,0.0065
5.75098e-08,0.0071
5.79098e-08,0.0069
5.83098e-08,0.0071
5.87098e-08,0.0069
5.91098e-08,0.007
5.95098e-08,0.0069
5.99098e-08,0.007
6.03098e-08,0.0067
6.07098e-08,0.0067
6.11098e-08,0.0065
6.15098e-08,0.0067
6.19098e-08,0.0067
6.23098e-08,0.0072
6.27098e-08,0.007
6.31098e-08,0.0073
6.35098e-08,0.0071
6.39098e-08,0.0073
6.43098e-08,0.0071
6.47098e-08,0.007
6.51098e-08,0.0069
6.55098e-08,0.0073
6.59098e-08,0.0068
6.63098e-08,0.0075
6.67098e-08,0.0075
6.71098e-08,0.0078
6.75098e-08,0.0076
6.79098e-08,0.008
6.83098e-08,0.0079
6.87098e-08,0.0083
6.91098e-08,0.0079
6.95098e-08,0.008
6.99098e-08,0.0079
7.03098e-08,0.0085
7.07098e-08,0.0085
7.11098e-08,0.0084
7.15098e-08,0.0081
7.19098e-08,0.0084
7.23098e-08,0.0081
7.27098e-08,0.0081
7.31098e-08,0.0082
7.35098e-08,0.0084
7.39098e-08,0.0081
7.43098e-08,0.0082
7.47098e-08,0.0081
7.51098e-08,0.0082
7.55098e-08,0.0084
7.59098e-08,0.0086
7.63098e-08,0.0085
7.67098e-08,0.0087
7.71098e-08,0.0087
7.75098e-08,0.0087
7.79098e-08,0.0091
7.83098e-08,0.0092
7.87098e-08,0.0091
7.91098e-08,0.0092
7.95098e-08,0.0097
7.99098e-08,0.0096
8.03098e-08,0.0098
8.07098e-08,0.0098
8.11098e-08,0.0099
8.15098e-08,0.0095
8.19098e-08,0.0094
8.23098e-08,0.0096
8.27098e-08,0.0097
8.31098e-08,0.0094
8.35098e-08,0.0093
8.39098e-08,0.0094
8.43098e-08,0.009
8.47098e-08,0.0094
8.51098e-08,0.0094
8.55098e-08,0.0096
8.59098e-08,0.0098
8.63098e-08,0.0098
8.67098e-08,0.0096
8.71098e-08,0.01
8.75098e-08,0.01
8.79098e-08,0.0101
8.83098e-08,0.01
8.87098e-08,0.0105
8.91098e-08,0.0105
8.95098e-08,0.011
8.99098e-08,0.011
9.03098e-08,0.0114
9.07098e-08,0.0111
9.11098e-08,0.0111
9.15098e-08,0.0108
9.19098e-08,0.0111
9.23098e-08,0.011
9.27098e-08,0.0109
9.31098e-08,0.0108
9.35098e-08,0.0106
9.39098e-08,0.0106
9.43098e-08,0.0106
9.47098e-08,0.0105
9.51098e-08,0.0107
9.55098e-08,0.0107
9.59098e-08,0.0111
9.63098e-08,0.0109
9.67098e-08,0.0109
9.71098e-08,0.0107
9.75098e-08,0.011
9.79098e-08,0.0112
9.83098e-08,0.0112
9.87098e-08,0.0115
9.91098e-08,0.0118
9.95098e-08,0.0118
9.99098e-08,0.0121
1.0031e-07,0.0121
1.0071e-07,0.0123
1.0111e-07,0.0124
1.0151e-07,0.0124
1.0191e-07,0.0123
1.0231e-07,0.0121
1.0271e-07,0.0122
1.0311e-07,0.0123
1.0351e-07,0.0121
1.0391e-07,0.0117
1.0431e-07,0.0115
1.0471e-07,0.0117
1.0511e-07,0.0118
1.0551e-07,0.0118
1.0591e-07,0.0113
1.0631e-07,0.0115
1.0671e-07,0.0117
1.0711e-07,0.0118
1.0751e-07,0.0118
1.0791e-07,0.0119
1.0831e-07,0.012
1.0871e-07,0.0121
1.0911e-07,0.0123
