LECROYHDO6034,16324,Waveform
Segments,1,SegmentSize,1252
Segment,TrigTime,TimeSinceSegment1
#1,10-Jul-2024 13:26:12,0                 
Time,Ampl
1.3471e-07,0.0153
1.3511e-07,0.0155
1.3551e-07,0.0152
1.3591e-07,0.0156
1.3631e-07,0.0156
1.3671e-07,0.0154
1.3711e-07,0.0153
1.3751e-07,0.0155
1.3791e-07,0.0155
1.3831e-07,0.0158
1.3871e-07,0.0155
1.3911e-07,0.0156
1.3951e-07,0.0158
1.3991e-07,0.0157
1.4031e-07,0.0155
1.4071e-07,0.0157
1.4111e-07,0.0159
1.4151e-07,0.0159
1.4191e-07,0.0161
1.4231e-07,0.0161
1.4271e-07,0.0159
1.4311e-07,0.0158
1.4351e-07,0.0159
1.4391e-07,0.0162
1.4431e-07,0.0162
1.4471e-07,0.0166
1.4511e-07,0.0163
1.4551e-07,0.0161
1.4591e-07,0.0164
1.4631e-07,0.0167
1.4671e-07,0.0164
1.4711e-07,0.0168
1.4751e-07,0.0167
1.4791e-07,0.0165
1.4831e-07,0.0168
1.4871e-07,0.0168
1.4911e-07,0.0165
1.4951e-07,0.0168
1.4991e-07,0.0168
1.5031e-07,0.0166
1.5071e-07,0.0167
1.5111e-07,0.0169
1.5151e-07,0.0168
1.5191e-07,0.0169
1.5231e-07,0.0169
1.5271e-07,0.0171
1.5311e-07,0.0171
1.5351e-07,0.0172
1.5391e-07,0.0168
1.5431e-07,0.0169
1.5471e-07,0.0173
1.5511e-07,0.0176
1.5551e-07,0.0174
1.5591e-07,0.0175
1.5631e-07,0.0177
1.5671e-07,0.0178
1.5711e-07,0.0176
1.5751e-07,0.0177
1.5791e-07,0.0173
1.5831e-07,0.0177
1.5871e-07,0.0178
1.5911e-07,0.0179
1.5951e-07,0.0178
1.5991e-07,0.0178
1.6031e-07,0.0179
1.6071e-07,0.0177
1.6111e-07,0.0177
1.6151e-07,0.0176
1.6191e-07,0.0177
1.6231e-07,0.0179
1.6271e-07,0.0179
1.6311e-07,0.0181
1.6351e-07,0.018
1.6391e-07,0.018
1.6431e-07,0.0178
1.6471e-07,0.018
1.6511e-07,0.0181
1.6551e-07,0.0184
1.6591e-07,0.0183
1.6631e-07,0.0187
1.6671e-07,0.0187
1.6711e-07,0.0186
1.6751e-07,0.0183
1.6791e-07,0.0187
1.6831e-07,0.0187
1.6871e-07,0.0187
1.6911e-07,0.0184
1.6951e-07,0.0188
1.6991e-07,0.0185
1.7031e-07,0.0186
1.7071e-07,0.0185
1.7111e-07,0.0187
1.7151e-07,0.0184
1.7191e-07,0.0186
1.7231e-07,0.0182
1.7271e-07,0.0184
1.7311e-07,0.0184
1.7351e-07,0.0188
1.7391e-07,0.0187
1.7431e-07,0.0189
1.7471e-07,0.0186
1.7511e-07,0.0189
1.7551e-07,0.0188
1.7591e-07,0.0193
1.7631e-07,0.0192
1.7671e-07,0.0192
1.7711e-07,0.0194
1.7751e-07,0.0197
1.7791e-07,0.0197
1.7831e-07,0.0199
1.7871e-07,0.0196
1.7911e-07,0.0196
1.7951e-07,0.0194
1.7991e-07,0.0194
1.8031e-07,0.0191
1.8071e-07,0.0195
1.8111e-07,0.0192
1.8151e-07,0.0192
1.8191e-07,0.019
1.8231e-07,0.0193
1.8271e-07,0.0196
1.8311e-07,0.0199
1.8351e-07,0.0197
1.8391e-07,0.0197
1.8431e-07,0.0197
1.8471e-07,0.02
1.8511e-07,0.0196
1.8551e-07,0.02
1.8591e-07,0.0205
1.8631e-07,0.0206
1.8671e-07,0.0203
1.8711e-07,0.0208
1.8751e-07,0.0205
1.8791e-07,0.0206
1.8831e-07,0.0207
1.8871e-07,0.0207
1.8911e-07,0.0207
1.8951e-07,0.0206
1.8991e-07,0.0199
1.9031e-07,0.0201
1.9071e-07,0.0201
1.9111e-07,0.02
1.9151e-07,0.02
1.9191e-07,0.0203
1.9231e-07,0.02
1.9271e-07,0.0203
1.9311e-07,0.0203
1.9351e-07,0.0205
1.9391e-07,0.0206
1.9431e-07,0.0207
1.9471e-07,0.0207
1.9511e-07,0.0212
1.9551e-07,0.0209
1.9591e-07,0.021
1.9631e-07,0.0211
1.9671e-07,0.0213
1.9711e-07,0.0215
1.9751e-07,0.0215
1.9791e-07,0.0211
1.9831e-07,0.0212
1.9871e-07,0.0209
1.9911e-07,0.0206
1.9951e-07,0.0205
1.9991e-07,0.0208
2.0031e-07,0.0209
2.0071e-07,0.0209
2.0111e-07,0.0209
2.0151e-07,0.0209
2.0191e-07,0.021
2.0231e-07,0.0213
2.0271e-07,0.0209
2.0311e-07,0.0213
2.0351e-07,0.0214
2.0391e-07,0.0215
2.0431e-07,0.0213
2.0471e-07,0.0215
2.0511e-07,0.0214
2.0551e-07,0.0216
2.0591e-07,0.0218
2.0631e-07,0.0222
2.0671e-07,0.0222
2.0711e-07,0.0225
2.0751e-07,0.022
2.0791e-07,0.0219
2.0831e-07,0.0216
2.0871e-07,0.0218
2.0911e-07,0.0218
2.0951e-07,0.0217
2.0991e-07,0.0215
2.1031e-07,0.0214
2.1071e-07,0.0213
2.1111e-07,0.0214
2.1151e-07,0.0216
2.1191e-07,0.0218
2.1231e-07,0.0213
2.1271e-07,0.0216
2.1311e-07,0.0217
2.1351e-07,0.0217
2.1391e-07,0.0217
2.1431e-07,0.0222
2.1471e-07,0.022
2.1511e-07,0.0222
2.1551e-07,0.0225
2.1591e-07,0.0224
2.1631e-07,0.0225
2.1671e-07,0.0229
2.1711e-07,0.0225
2.1751e-07,0.0225
2.1791e-07,0.0226
2.1831e-07,0.0225
2.1871e-07,0.0224
2.1911e-07,0.0225
2.1951e-07,0.0224
2.1991e-07,0.0224
2.2031e-07,0.0225
2.2071e-07,0.0227
2.2111e-07,0.0223
2.2151e-07,0.0226
2.2191e-07,0.0227
2.2231e-07,0.0227
2.2271e-07,0.0226
2.2311e-07,0.0224
2.2351e-07,0.0226
2.2391e-07,0.0228
2.2431e-07,0.0228
2.2471e-07,0.0231
2.2511e-07,0.0229
2.2551e-07,0.0232
2.2591e-07,0.0232
2.2631e-07,0.0232
2.2671e-07,0.0231
2.2711e-07,0.0234
2.2751e-07,0.0234
2.2791e-07,0.0233
2.2831e-07,0.0231
2.2871e-07,0.0233
2.2911e-07,0.0232
2.2951e-07,0.0232
2.2991e-07,0.0234
2.3031e-07,0.0232
2.3071e-07,0.0229
2.3111e-07,0.023
2.3151e-07,0.0228
2.3191e-07,0.0231
2.3231e-07,0.0231
2.3271e-07,0.0231
2.3311e-07,0.0231
2.3351e-07,0.0233
2.3391e-07,0.0232
2.3431e-07,0.0234
2.3471e-07,0.0232
2.3511e-07,0.0235
2.3551e-07,0.0237
2.3591e-07,0.0236
2.3631e-07,0.0238
2.3671e-07,0.0238
2.3711e-07,0.0235
2.3751e-07,0.0235
2.3791e-07,0.0231
2.3831e-07,0.0237
2.3871e-07,0.0239
2.3911e-07,0.0241
2.3951e-07,0.0238
2.3991e-07,0.0236
2.4031e-07,0.0236
2.4071e-07,0.0239
2.4111e-07,0.0237
2.4151e-07,0.0236
2.4191e-07,0.0239
2.4231e-07,0.0241
2.4271e-07,0.0242
2.4311e-07,0.0241
2.4351e-07,0.0242
2.4391e-07,0.0242
2.4431e-07,0.0238
2.4471e-07,0.024
2.4511e-07,0.0239
2.4551e-07,0.0238
2.4591e-07,0.0239
2.4631e-07,0.0238
2.4671e-07,0.024
2.4711e-07,0.0241
2.4751e-07,0.0238
2.4791e-07,0.0236
2.4831e-07,0.0241
2.4871e-07,0.0239
2.4911e-07,0.0241
2.4951e-07,0.024
2.4991e-07,0.0242
2.5031e-07,0.0241
