LECROYHDO6034,16324,Waveform
Segments,1,SegmentSize,1252
Segment,TrigTime,TimeSinceSegment1
#1,10-Jul-2024 13:26:50,0                 
Time,Ampl
9.70762e-08,0.0598
9.74762e-08,0.0596
9.78762e-08,0.0602
9.82762e-08,0.0603
9.86762e-08,0.0605
9.90762e-08,0.0606
9.94762e-08,0.061
9.98762e-08,0.0611
1.00276e-07,0.0614
1.00676e-07,0.0612
1.01076e-07,0.0616
1.01476e-07,0.0621
1.01876e-07,0.0625
1.02276e-07,0.0624
1.02676e-07,0.0626
1.03076e-07,0.0626
1.03476e-07,0.0627
1.03876e-07,0.0626
1.04276e-07,0.0632
1.04676e-07,0.0633
1.05076e-07,0.0639
1.05476e-07,0.0638
1.05876e-07,0.0642
1.06276e-07,0.064
1.06676e-07,0.0643
1.07076e-07,0.0641
1.07476e-07,0.0644
1.07876e-07,0.0645
1.08276e-07,0.0649
1.08676e-07,0.065
1.09076e-07,0.0655
1.09476e-07,0.0653
1.09876e-07,0.0658
1.10276e-07,0.0658
1.10676e-07,0.066
1.11076e-07,0.0664
1.11476e-07,0.067
1.11876e-07,0.067
1.12276e-07,0.0671
1.12676e-07,0.0671
1.13076e-07,0.067
1.13476e-07,0.0674
1.13876e-07,0.0682
1.14276e-07,0.0682
1.14676e-07,0.0688
1.15076e-07,0.0688
1.15476e-07,0.0688
1.15876e-07,0.0691
1.16276e-07,0.0694
1.16676e-07,0.0692
1.17076e-07,0.0695
1.17476e-07,0.0696
1.17876e-07,0.0698
1.18276e-07,0.0695
1.18676e-07,0.07
1.19076e-07,0.0702
1.19476e-07,0.0703
1.19876e-07,0.0703
1.20276e-07,0.0707
1.20676e-07,0.0708
1.21076e-07,0.0711
1.21476e-07,0.0711
1.21876e-07,0.0719
1.22276e-07,0.0722
1.22676e-07,0.0724
1.23076e-07,0.0724
1.23476e-07,0.0727
1.23876e-07,0.073
1.24276e-07,0.0732
1.24676e-07,0.0732
1.25076e-07,0.0738
1.25476e-07,0.0739
1.25876e-07,0.0742
1.26276e-07,0.0742
1.26676e-07,0.0748
1.27076e-07,0.0747
1.27476e-07,0.0746
1.27876e-07,0.0744
1.28276e-07,0.0748
1.28676e-07,0.0752
1.29076e-07,0.0752
1.29476e-07,0.0751
1.29876e-07,0.0755
1.30276e-07,0.0752
1.30676e-07,0.075
1.31076e-07,0.075
1.31476e-07,0.0758
1.31876e-07,0.0759
1.32276e-07,0.0761
1.32676e-07,0.076
1.33076e-07,0.0771
1.33476e-07,0.0771
1.33876e-07,0.0776
1.34276e-07,0.0777
1.34676e-07,0.0785
1.35076e-07,0.0786
