Timestamp, x, y, z, CH2_MAXIMUM, CH2_PK2PK
2025-01-17 11:50:18, 394.8, -5.0, 480.1, 4.9443347273854E-3, 9.8063524590164E-3
2025-01-17 11:50:22, 404.8, -5.0, 480.1, 4.9443950865266E-3, 9.8066722972973E-3
2025-01-17 11:50:27, 394.8, 5.0, 480.1, 4.9442322530864E-3, 9.8056955645161E-3
2025-01-17 11:50:31, 404.8, 5.0, 480.1, 4.9440890875462E-3, 9.8048963903743E-3
2025-01-17 11:50:36, 394.8, -5.0, 490.1, 4.9440040024631E-3, 9.8042719414894E-3
2025-01-17 11:50:41, 404.8, -5.0, 490.1, 4.9440536592866E-3, 9.8042328042328E-3
2025-01-17 11:50:46, 394.8, 5.0, 490.1, 4.944064803440E-3, 9.8041940789474E-3
2025-01-17 11:50:51, 404.8, 5.0, 490.1, 4.9438955269608E-3, 9.8033040364583E-3
