Timestamp,x,y,z
2025-01-23 16:11:43, 394.8, -5.0, 480.1
2025-01-23 16:11:49, 404.8, -5.0, 480.1
2025-01-23 16:11:55, 394.8, 5.0, 480.1
2025-01-23 16:11:59, 404.8, 5.0, 480.1
2025-01-23 16:12:04, 394.8, -5.0, 490.1
2025-01-23 16:12:08, 404.8, -5.0, 490.1
2025-01-23 16:12:12, 394.8, 5.0, 490.1
2025-01-23 16:12:17, 404.8, 5.0, 490.1
