Timestamp,x,y,z,CH1_FREQUENCY,CH1_MAXIMUM,CH1_PK2PK
2025-01-22 16:09:03, 394.7, -5.0, 480.1, 12.9999694322637E+3, 1.21190773910, 2.4507118074324
2025-01-22 16:09:09, 404.7, -5.0, 480.1, 12.9999691301805E+3, 1.2119142736712, 2.4507070203877
2025-01-22 16:09:15, 394.7, 5.0, 480.1, 12.9999707230226E+3, 1.2119153450383, 2.4507017452050
2025-01-22 16:09:22, 404.7, 5.0, 480.1, 12.9999660049577E+3, 1.2119106517764, 2.4506965031708
2025-01-22 16:09:28, 394.7, -5.0, 490.1, 12.9999686728547E+3, 1.211905375840, 2.4507000509511
2025-01-22 16:09:34, 404.7, -5.0, 490.1, 12.9999707561257E+3, 1.2119168154762, 2.4507069067145
2025-01-22 16:09:41, 394.7, 5.0, 490.1, 12.9999691101936E+3, 1.2119164925279, 2.450701674220
2025-01-22 16:09:47, 404.7, 5.0, 490.1, 12.9999682875284E+3, 1.2119179726680, 2.45070153740
