Timestamp, x, y, z, CH1_RMS, CH1_RMS, CH2_RMS, CH2_RMS, CH1_MEAN, CH1_MEAN, CH2_MEAN, CH2_MEAN
2024-12-20 17:44:19, 394.7, -5.0, 480.1, 3.1925886949777E-3, 3.1926051515512E-3, 1.2939291783671E-3, 1.2939291783671E-3, -2.8429195860765E-3, -2.4908155214616E-3, -51.6297263917569E-6, -51.6297263917569E-6
2024-12-20 17:44:25, 404.7, -5.0, 480.1, 3.1926411270278E-3, 3.1926576484127E-3, 1.2919363360482E-3, 1.2919363360482E-3, -2.8592002057351E-3, -2.4908573302572E-3, -48.3134697398312E-6, -48.3134697398312E-6
2024-12-20 17:44:32, 394.7, 5.0, 480.1, 3.1927574348009E-3, 3.192774098640E-3, 1.2855610334624E-3, 1.2855610334624E-3, -2.8851148272725E-3, -2.4909520878633E-3, -39.2257975797581E-6, -39.2257975797581E-6
2024-12-20 17:44:37, 404.7, 5.0, 480.1, 3.1928355965371E-3, 3.1928523544567E-3, 1.29254640350E-3, 1.29254640350E-3, -2.8909281172022E-3, -2.4910165042892E-3, -23.9739484619195E-6, -23.9739484619195E-6
2024-12-20 17:44:43, 394.7, -5.0, 490.1, 3.1929283242851E-3, 3.1929451946646E-3, 1.2870755622045E-3, 1.2870755622045E-3, -2.902253861750E-3, -2.4910934792484E-3, -25.4553864477358E-6, -25.4553864477358E-6
2024-12-20 17:44:49, 404.7, -5.0, 490.1, 3.1930254438161E-3, 3.19304243380E-3, 1.2848781255930E-3, 1.2848781255930E-3, -2.9218530548710E-3, -2.4911716173885E-3, -21.2277681572506E-6, -21.2277681572506E-6
2024-12-20 17:44:56, 394.7, 5.0, 490.1, 3.1931057920170E-3, 3.1931228753538E-3, 1.2938197801082E-3, 1.2938197801082E-3, -2.9105498785175E-3, -2.4912430790822E-3, 5.8024491174607E-6, 5.8024491174607E-6
2024-12-20 17:45:02, 404.7, 5.0, 490.1, 3.1931830490412E-3, 3.1932002250730E-3, 1.2948687824039E-3, 1.2948687824039E-3, -2.9132505843180E-3, -2.4913066839082E-3, 8.3259193974952E-6, 8.3259193974952E-6
