Timestamp,x,y,z
2025-01-23 18:13:03, 394.8, -5.0, 480.1
2025-01-23 18:13:09, 404.8, -5.0, 480.1
2025-01-23 18:13:16, 394.8, 5.0, 480.1
2025-01-23 18:13:22, 404.8, 5.0, 480.1
2025-01-23 18:13:28, 394.8, -5.0, 490.1
2025-01-23 18:13:35, 404.8, -5.0, 490.1
2025-01-23 18:13:41, 394.8, 5.0, 490.1
2025-01-23 18:13:47, 404.8, 5.0, 490.1
