Timestamp,x,y,z,CH1_MAXIMUM
2025-01-24 09:30:01, 394.7, -5.0, 480.1, 1.5851293103448E-3
2025-01-24 09:30:07, 404.7, -5.0, 480.1, 1.5746951219512E-3
2025-01-24 09:30:14, 394.7, 5.0, 480.1, 1.4484080188679E-3
2025-01-24 09:30:20, 404.7, 5.0, 480.1, 1.468750E-3
2025-01-24 09:30:26, 394.7, -5.0, 490.1, 1.5416666666667E-3
2025-01-24 09:30:32, 404.7, -5.0, 490.1, 1.4476304945055E-3
2025-01-24 09:30:39, 394.7, 5.0, 490.1, 1.4245283018868E-3
2025-01-24 09:30:45, 404.7, 5.0, 490.1, 1.4696614583333E-3
