Timestamp, x, y, z, CH1_MAXIMUM, CH2_MAXIMUM, CH3_MAXIMUM
2025-01-22 16:25:52, 394.7, -5.0, 480.1, 1.2164126736111, 6.5593750E-3, 10.207812500E-3
2025-01-22 16:25:58, 404.7, -5.0, 480.1, 1.2154326704545, 6.6569602272727E-3, 10.1803977272727E-3
2025-01-22 16:26:05, 394.7, 5.0, 480.1, 1.2152295955882, 6.7058035714286E-3, 10.1964285714286E-3
2025-01-22 16:26:12, 404.7, 5.0, 480.1, 1.215333593750, 6.7317708333333E-3, 10.2093098958333E-3
2025-01-22 16:26:18, 394.7, -5.0, 490.1, 1.2151672916667, 6.7611979166667E-3, 10.17500E-3
2025-01-22 16:26:24, 404.7, -5.0, 490.1, 1.2150705512153, 6.7408854166667E-3, 10.17382812500E-3
2025-01-22 16:26:30, 394.7, 5.0, 490.1, 1.2151012090774, 6.7538602941176E-3, 10.1847426470588E-3
2025-01-22 16:26:38, 404.7, 5.0, 490.1, 1.2150112596649, 6.7574097938144E-3, 10.1746134020619E-3
