Timestamp, x, y, z, CH1_MAXIMUM, CH1_PK2PK, CH1_FREQUENCY
2025-01-17 11:58:48, 394.8, -5.0, 480.1, 1.6807612121758, 3.3893567282243, 12.9999254967218E+6
2025-01-17 11:58:53, 404.8, -5.0, 480.1, 1.6840623504785, 3.3958652175216, 12.9999258592580E+6
2025-01-17 11:58:57, 394.8, 5.0, 480.1, 1.6808636120362, 3.387861086310, 12.9999337246719E+6
2025-01-17 11:59:02, 404.8, 5.0, 480.1, 1.6838970109981, 3.3955473933649, 12.999937081598E+6
2025-01-17 11:59:07, 394.8, -5.0, 490.1, 1.6879391036959, 3.4035155512972, 12.9999395107727E+6
2025-01-17 11:59:12, 404.8, -5.0, 490.1, 1.6927400807584, 3.412986632270, 12.9999405282911E+6
2025-01-17 11:59:16, 394.8, 5.0, 490.1, 1.6966986544734, 3.4207902952848, 12.9999367747206E+6
2025-01-17 11:59:22, 404.8, 5.0, 490.1, 1.6927159670686, 3.4128744336664, 12.9999343495751E+6
