Timestamp,x,y,z
2025-01-23 17:08:18, 394.8, -5.0, 480.1
2025-01-23 17:08:24, 404.8, -5.0, 480.1
2025-01-23 17:08:30, 394.8, 5.0, 480.1
2025-01-23 17:08:36, 404.8, 5.0, 480.1
2025-01-23 17:08:42, 394.8, -5.0, 490.1
2025-01-23 17:08:49, 404.8, -5.0, 490.1
2025-01-23 17:08:55, 394.8, 5.0, 490.1
2025-01-23 17:09:01, 404.8, 5.0, 490.1
