Timestamp, x, y, z, CH2_MAXIMUM, CH2_PK2PK
2025-01-17 11:53:55, 394.8, -5.0, 480.1, 4.8281250E-3, 9.68750E-3
2025-01-17 11:54:00, 404.8, -5.0, 480.1, 5.1093750E-3, 10.0937500E-3
2025-01-17 11:54:04, 394.8, 5.0, 480.1, 5.1250E-3, 10.20312500E-3
2025-01-17 11:54:09, 404.8, 5.0, 480.1, 5.1250E-3, 10.1312500E-3
2025-01-17 11:54:14, 394.8, -5.0, 490.1, 5.1197916666667E-3, 10.1614583333333E-3
2025-01-17 11:54:18, 404.8, -5.0, 490.1, 5.121093750E-3, 10.16210937500E-3
2025-01-17 11:54:23, 394.8, 5.0, 490.1, 5.1232638888889E-3, 10.1805555555556E-3
2025-01-17 11:54:28, 404.8, 5.0, 490.1, 5.1193181818182E-3, 10.1931818181818E-3
