Timestamp,x,y,z
2025-01-23 17:54:25, 394.8, -5.0, 480.1
2025-01-23 17:54:31, 404.8, -5.0, 480.1
2025-01-23 17:54:37, 394.8, 5.0, 480.1
2025-01-23 17:54:43, 404.8, 5.0, 480.1
2025-01-23 17:54:48, 394.8, -5.0, 490.1
2025-01-23 17:54:52, 404.8, -5.0, 490.1
2025-01-23 17:54:56, 394.8, 5.0, 490.1
2025-01-23 17:55:01, 404.8, 5.0, 490.1
