Timestamp,x,y,z
2025-01-23 17:26:55, 394.8, -5.0, 480.1
2025-01-23 17:27:02, 404.8, -5.0, 480.1
2025-01-23 17:27:08, 394.8, 5.0, 480.1
2025-01-23 17:27:14, 404.8, 5.0, 480.1
2025-01-23 17:27:20, 394.8, -5.0, 490.1
2025-01-23 17:27:27, 404.8, -5.0, 490.1
2025-01-23 17:27:33, 394.8, 5.0, 490.1
2025-01-23 17:27:39, 404.8, 5.0, 490.1
