Timestamp,x,y,z
2025-01-23 16:08:03, 394.8, -5.0, 480.1
2025-01-23 16:08:10, 404.8, -5.0, 480.1
2025-01-23 16:08:17, 394.8, 5.0, 480.1
2025-01-23 16:08:24, 404.8, 5.0, 480.1
2025-01-23 16:08:32, 394.8, -5.0, 490.1
2025-01-23 16:08:39, 404.8, -5.0, 490.1
2025-01-23 16:08:46, 394.8, 5.0, 490.1
2025-01-23 16:08:54, 404.8, 5.0, 490.1
