Timestamp, x, y, z, CH1_FREQUENCY, CH1_MAXIMUM, CH1_PK2PK
2025-01-22 14:29:01, 394.7, -5.0, 480.1, 12.9999458457690E+3, 1.0130701264881, 2.0509387369792
2025-01-22 14:29:07, 404.7, -5.0, 480.1, 12.9999379908461E+3, 1.0129418680939, 2.050706798780
2025-01-22 14:29:13, 394.7, 5.0, 480.1, 12.9999484453090E+3, 1.0128520833333, 2.0505262842466
2025-01-22 14:29:20, 404.7, 5.0, 480.1, 12.9999610396859E+3, 1.0127441985646, 2.0503397398069
2025-01-22 14:29:26, 394.7, -5.0, 490.1, 12.9999684122682E+3, 1.0126622477578, 2.0501652960526
2025-01-22 14:29:33, 404.7, -5.0, 490.1, 12.9999706817079E+3, 1.0125786016949, 2.050047343750
2025-01-22 14:29:39, 394.7, 5.0, 490.1, 12.9999650376342E+3, 1.0124946250, 2.0498928718066
2025-01-22 14:29:46, 404.7, 5.0, 490.1, 12.9999825185668E+3, 1.0124924952652, 2.0498180230035
