Timestamp, x, y, z, CH1_FREQUENCY, CH1_MAXIMUM, CH1_PK2PK
2025-01-17 12:02:12, 394.8, -5.0, 480.1, 13.0005005599480E+6, 838.5243055555557E-3, 1.7143026620370
2025-01-17 12:02:18, 404.8, -5.0, 480.1, 13.0002927736300E+6, 1.6187990196078, 3.2654136029412
2025-01-17 12:02:24, 394.8, 5.0, 480.1, 13.0006153808756E+6, 1.3624743009868, 2.7546206825658
2025-01-17 12:02:31, 404.8, 5.0, 480.1, 13.0003708302761E+6, 1.6545351175743, 3.3313861386139
2025-01-17 12:02:37, 394.8, -5.0, 490.1, 13.0003609542778E+6, 1.8308147321429, 3.6794636656746
2025-01-17 12:02:43, 404.8, -5.0, 490.1, 13.0003087602139E+6, 1.9447531250, 3.9044572916667
2025-01-17 12:02:50, 394.8, 5.0, 490.1, 13.0002371368793E+6, 2.0245232142857, 4.0644830357143
2025-01-17 12:02:56, 404.8, 5.0, 490.1, 13.000233145298E+6, 1.8767269531250, 3.7715902343750
