Nom du point,Heure,C1_FREQUENCY,C1_Frequency,C1_MAXIMUM,C1_Maximum,C1_PK2PK,C1_Pic To Pic
(5.0 5.0 0.0),14-32-02,12992.6987,13002.1718,1.0107,1.0107,"No Data Available
","No Data Available
"
