Nom du point,Heure,C1_FREQUENCY,C1_Frequency,C1_MAXIMUM,C1_Maximum,C1_PK2PK,C1_Pic To Pic
(-5.0 -5.0 10.0),14-32-07,12993.2628,12996.6282,1.0094,1.0094,"No Data Available
","No Data Available
"
