Nom du point,Heure,C1_FREQUENCY,C1_Frequency,C1_MAXIMUM,C1_Maximum,C1_PK2PK,C1_Pic To Pic
(5.0 -5.0 0.0),14-31-53,12997.2495,13004.0205,1.0100,1.0100,"No Data Available
","No Data Available
"
