Nom du point,Heure,C1_FREQUENCY,C1_Frequency,C1_MAXIMUM,C1_Maximum,C1_PK2PK,C1_Pic To Pic
(-5.0 5.0 0.0),14-31-58,12998.7591,12998.2756,1.0094,1.0094,"No Data Available
","No Data Available
"
