Nom du point,Heure,C1_FREQUENCY,C1_Frequency,C1_MAXIMUM,C1_Maximum,C1_PK2PK,C1_Pic To Pic
(5.0 -5.0 10.0),14-15-08,"No Data Available
","No Data Available
","No Data Available
","No Data Available
","No Data Available
","No Data Available
"
